EmpId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,Department
23134,0.44,0.51,2,138,3,0,1,0,support,low,support
23135,0.36,0.5,2,132,3,0,1,0,technical,low,technical
23136,0.31,0.84,7,133,5,0,1,0,technical,low,technical
23137,0.1,0.84,6,283,4,1,1,0,technical,low,technical
23138,0.42,0.48,2,129,3,0,1,0,management,low,management
23139,0.74,1,4,249,5,0,1,0,IT,low,IT
23140,0.73,0.87,5,257,5,0,1,0,IT,low,IT
23141,0.09,0.96,6,245,4,0,1,0,IT,low,IT
23142,0.45,0.53,2,155,3,0,1,0,IT,low,IT
23143,0.11,0.8,6,256,4,0,1,0,IT,low,IT
23144,0.37,0.47,2,152,3,0,1,0,product_mng,low,product_mng
23145,0.84,0.99,4,267,5,0,1,0,product_mng,low,product_mng
23146,0.41,0.46,2,151,3,0,1,0,product_mng,low,product_mng
23147,0.76,0.92,4,239,5,0,1,0,product_mng,low,product_mng
23148,0.11,0.87,6,306,4,0,1,0,IT,low,IT
23149,0.84,0.88,4,263,5,1,1,0,marketing,low,marketing
23150,0.39,0.5,2,147,3,0,1,0,marketing,low,marketing
23151,0.11,0.91,6,278,4,0,1,0,marketing,low,marketing
23152,0.45,0.56,2,154,3,0,1,0,marketing,low,marketing
23153,0.37,0.52,2,143,3,0,1,0,marketing,low,marketing
23154,0.4,0.52,2,155,3,0,1,0,marketing,low,marketing
23155,0.39,0.48,2,160,3,0,1,0,sales,low,sales
23156,0.11,0.8,6,304,4,0,1,0,accounting,low,accounting
23157,0.83,1,5,240,5,0,1,0,support,low,support
23158,0.11,0.92,6,305,4,0,1,0,technical,low,technical
23159,0.39,0.5,2,136,3,0,1,0,management,low,management
23160,0.45,0.45,2,132,3,0,1,0,marketing,low,marketing
23161,0.1,0.95,7,301,4,0,1,0,marketing,low,marketing
23162,0.9,0.98,5,243,6,0,1,0,marketing,low,marketing
23163,0.45,0.51,2,147,3,0,1,0,sales,low,sales
23164,0.79,0.89,5,239,5,0,1,0,sales,low,sales
23165,0.9,0.99,5,260,5,0,1,0,sales,low,sales
23166,0.11,0.84,7,296,4,0,1,0,sales,low,sales
23167,0.43,0.55,2,129,3,0,1,0,sales,low,sales
23168,0.31,0.54,5,132,5,0,1,0,sales,low,sales
23169,0.32,0.5,2,135,5,0,1,0,sales,low,sales
23170,0.45,0.57,2,158,3,0,1,0,sales,low,sales
23171,0.81,0.99,4,259,5,0,1,0,sales,low,sales
23172,0.41,0.46,2,160,3,0,1,1,sales,low,sales
23173,0.11,0.78,7,278,4,0,1,0,sales,low,sales
23174,0.1,0.88,6,284,4,0,1,0,sales,low,sales
23175,0.7,0.53,2,274,4,0,1,0,sales,low,sales
23176,0.54,0.74,4,164,2,0,1,0,sales,low,sales
23177,0.41,0.48,2,148,3,0,1,0,sales,low,sales
23178,0.38,0.5,2,140,3,0,1,0,sales,medium,sales
23179,0.37,0.51,2,127,3,0,1,0,sales,medium,sales
23180,0.11,0.85,6,308,5,0,1,0,sales,medium,sales
23181,0.4,0.47,2,146,3,0,1,0,sales,medium,sales
23182,0.1,0.84,6,261,4,0,1,0,accounting,medium,accounting
23183,0.89,0.99,5,257,5,0,1,0,accounting,medium,accounting
23184,0.11,0.8,6,285,4,0,1,0,accounting,medium,accounting
23185,0.36,0.55,2,141,3,0,1,0,hr,medium,hr
23186,0.4,0.46,2,127,3,0,1,0,hr,medium,hr
23187,0.09,0.85,6,297,4,0,1,0,hr,medium,hr
23188,0.4,0.46,2,143,3,0,1,0,hr,medium,hr
23189,0.37,0.55,2,152,3,0,1,0,technical,medium,technical
23190,0.44,0.51,2,156,3,0,1,0,technical,high,technical
23191,0.09,0.8,7,283,5,0,1,0,technical,low,technical
23192,0.92,0.87,4,226,6,1,1,0,technical,medium,technical
23193,0.74,0.91,4,232,5,0,1,0,technical,medium,technical
23194,0.09,0.82,6,249,4,0,1,0,technical,medium,technical
23195,0.89,0.95,4,275,5,0,1,0,technical,medium,technical
23196,0.09,0.8,6,304,4,0,1,0,technical,low,technical
23197,0.27,0.54,7,278,3,0,1,0,technical,low,technical
23198,0.1,0.91,6,287,4,0,1,0,technical,low,technical
23199,0.1,0.89,7,285,4,0,1,0,technical,low,technical
23200,0.77,0.94,5,226,6,0,1,0,support,low,support
23201,0.9,0.82,5,259,5,0,1,0,support,low,support
23202,0.39,0.5,2,135,3,0,1,0,support,low,support
23203,0.76,1,5,219,5,0,1,0,support,low,support
23204,0.1,0.93,6,256,4,0,1,0,support,low,support
23205,0.87,0.9,5,254,6,0,1,0,support,low,support
23206,0.38,0.5,2,153,3,0,1,0,support,low,support
23207,0.77,0.99,5,228,5,0,1,0,support,low,support
23208,0.78,0.87,4,228,5,0,1,0,support,low,support
23209,0.44,0.5,2,128,3,0,1,0,support,low,support
23210,0.38,0.52,2,153,3,0,1,0,support,low,support
23211,0.43,0.46,2,156,3,0,1,0,technical,low,technical
23212,0.39,0.5,4,294,3,0,1,0,technical,low,technical
23213,0.88,1,5,219,5,0,1,0,technical,low,technical
23214,0.45,0.46,2,153,3,0,1,0,management,low,management
23215,0.4,0.53,2,151,3,0,1,0,IT,low,IT
23216,0.36,0.51,2,155,3,0,1,0,IT,low,IT
23217,0.36,0.48,2,158,3,0,1,0,IT,low,IT
23218,0.9,0.98,5,245,5,0,1,0,IT,low,IT
23219,0.43,0.53,2,131,3,0,1,0,IT,low,IT
23220,0.89,0.87,5,225,5,0,1,0,product_mng,low,product_mng
23221,0.1,0.84,6,286,4,0,1,0,product_mng,low,product_mng
23222,0.37,0.5,2,135,3,0,1,0,product_mng,low,product_mng
23223,0.37,0.51,2,153,3,0,1,0,product_mng,low,product_mng
23224,0.87,0.9,5,252,5,0,1,0,IT,low,IT
23225,0.4,0.56,2,149,3,0,1,0,accounting,low,accounting
23226,0.9,0.97,4,258,5,0,1,0,accounting,low,accounting
23227,0.37,0.46,2,158,3,0,1,0,hr,low,hr
23228,0.44,0.54,2,149,3,0,1,0,hr,low,hr
23229,0.85,0.95,5,236,5,0,1,0,hr,low,hr
23230,0.78,0.98,5,239,6,0,1,0,marketing,low,marketing
23231,0.42,0.47,2,159,3,0,1,0,marketing,low,marketing
23232,0.92,0.99,5,255,6,0,1,0,sales,low,sales
23233,0.11,0.83,6,244,4,0,1,0,accounting,low,accounting
23234,0.42,0.56,2,134,3,0,1,0,support,low,support
23235,0.48,0.57,4,270,4,0,1,0,technical,low,technical
23236,0.83,0.85,4,255,5,0,1,0,management,low,management
23237,0.4,0.53,2,151,3,0,1,0,marketing,low,marketing
23238,0.43,0.45,2,135,3,0,1,0,marketing,low,marketing
23239,0.43,0.53,2,146,3,0,1,0,marketing,low,marketing
23240,0.1,0.97,7,254,4,0,1,0,sales,low,sales
23241,0.1,0.87,7,289,4,0,1,0,sales,low,sales
23242,0.37,0.46,2,156,3,0,1,0,sales,low,sales
23243,0.38,0.53,2,156,3,0,1,0,sales,low,sales
23244,0.4,0.5,2,128,3,0,1,0,sales,low,sales
23245,0.89,0.86,5,275,5,0,1,0,sales,low,sales
23246,0.45,0.46,2,155,3,0,1,0,sales,low,sales
23247,0.37,0.48,2,159,3,0,1,0,sales,low,sales
23248,0.46,0.49,2,148,3,0,1,0,sales,low,sales
23249,0.87,0.91,4,228,5,0,1,0,sales,low,sales
23250,0.11,0.84,6,298,4,0,1,0,sales,low,sales
23251,0.79,0.87,5,261,5,0,1,0,sales,low,sales
23252,0.79,0.92,5,254,6,0,1,0,sales,low,sales
23253,0.19,0.59,7,192,3,0,1,0,sales,low,sales
23254,0.87,0.98,4,248,5,0,1,0,sales,low,sales
23255,0.6,0.92,2,258,5,0,1,0,sales,low,sales
23256,0.44,0.45,2,156,3,0,1,0,sales,medium,sales
23257,0.11,0.81,6,266,4,1,1,0,sales,medium,sales
23258,0.42,0.54,2,156,3,0,1,0,sales,medium,sales
23259,0.88,0.88,5,232,5,1,1,0,accounting,medium,accounting
23260,0.11,0.84,6,287,4,0,1,0,accounting,medium,accounting
23261,0.46,0.46,2,154,3,0,1,0,accounting,medium,accounting
23262,0.82,0.97,5,263,5,0,1,0,hr,medium,hr
23263,0.44,0.56,2,131,3,0,1,0,hr,medium,hr
23264,0.11,0.78,6,260,4,0,1,0,hr,medium,hr
23265,0.42,0.5,2,139,3,0,1,0,hr,medium,hr
23266,0.84,0.93,4,251,5,0,1,0,technical,medium,technical
23267,0.11,0.95,6,286,4,0,1,0,technical,medium,technical
23268,0.45,0.53,2,129,3,0,1,0,technical,high,technical
23269,0.38,0.56,2,156,3,0,1,0,technical,low,technical
23270,0.38,0.86,6,139,6,0,1,0,technical,medium,technical
23271,0.44,0.51,2,127,3,0,1,0,technical,medium,technical
23272,0.11,0.84,6,251,4,0,1,0,technical,medium,technical
23273,0.81,0.93,5,270,5,0,1,0,technical,medium,technical
23274,0.09,0.96,6,296,4,0,1,0,technical,low,technical
23275,0.11,0.9,6,254,4,0,1,0,technical,low,technical
23276,0.81,0.95,5,238,6,0,1,0,technical,low,technical
23277,0.1,0.97,6,267,4,1,1,0,support,low,support
23278,0.74,0.89,5,229,6,0,1,0,support,low,support
23279,0.09,0.78,6,254,4,0,1,0,support,low,support
23280,0.82,0.81,4,233,4,1,1,0,support,low,support
23281,0.1,0.98,6,268,4,0,1,0,support,low,support
23282,0.27,0.56,3,301,3,0,1,0,support,low,support
23283,0.83,0.92,5,267,6,0,1,0,support,low,support
23284,0.1,0.93,6,289,4,1,1,0,support,low,support
23285,0.38,0.47,2,144,3,0,1,0,support,low,support
23286,0.4,0.56,2,148,3,0,1,0,support,low,support
23287,0.11,0.83,6,306,4,0,1,0,support,low,support
23288,0.11,0.79,6,292,4,0,1,1,technical,low,technical
23289,0.82,0.91,5,232,5,0,1,0,technical,low,technical
23290,0.36,0.48,2,137,3,0,1,0,technical,low,technical
23291,0.4,0.46,2,128,3,0,1,0,management,low,management
23292,0.87,0.84,5,231,5,0,1,0,IT,low,IT
23293,0.41,0.49,2,146,3,0,1,0,IT,low,IT
23294,0.11,0.91,6,308,4,1,1,0,IT,low,IT
23295,0.1,0.93,6,253,4,0,1,0,IT,medium,IT
23296,0.38,0.51,2,146,3,0,1,0,IT,medium,IT
23297,0.39,0.55,2,156,3,0,1,0,product_mng,medium,product_mng
23298,0.4,0.52,2,147,3,0,1,0,product_mng,medium,product_mng
23299,0.45,0.48,2,136,3,0,1,0,product_mng,medium,product_mng
23300,0.74,0.84,5,249,5,0,1,0,product_mng,medium,product_mng
23301,0.45,0.55,2,151,3,0,1,0,IT,medium,IT
23302,0.12,1,3,278,4,0,1,0,RandD,medium,RandD
23303,0.1,0.77,7,250,5,0,1,0,RandD,medium,RandD
23304,0.37,0.55,2,127,3,0,1,0,RandD,medium,RandD
23305,0.89,0.87,5,255,5,0,1,0,RandD,medium,RandD
23306,0.45,0.47,2,135,3,0,1,0,RandD,medium,RandD
23307,0.37,0.46,2,149,3,0,1,0,marketing,high,marketing
23308,0.11,0.81,5,287,4,0,1,0,sales,low,sales
23309,0.41,0.48,2,145,3,0,1,0,accounting,medium,accounting
23310,0.1,0.94,6,285,4,0,1,0,support,medium,support
23311,0.1,0.93,7,305,4,0,1,0,technical,medium,technical
23312,0.11,0.95,7,300,4,0,1,0,management,medium,management
23313,0.4,0.54,2,139,3,0,1,0,marketing,low,marketing
23314,0.41,0.49,2,130,3,0,1,0,marketing,low,marketing
23315,0.1,0.81,6,268,4,0,1,0,marketing,low,marketing
23316,0.73,0.86,4,245,6,0,1,0,sales,low,sales
23317,0.43,0.47,2,135,3,0,1,0,sales,low,sales
23318,0.37,0.46,2,153,3,0,1,0,sales,low,sales
23319,0.11,0.94,6,276,4,0,1,0,sales,low,sales
23320,0.4,0.46,2,130,3,0,1,0,sales,low,sales
23321,0.41,0.54,2,153,3,1,1,0,sales,low,sales
23322,0.82,0.84,5,244,5,0,1,0,sales,low,sales
23323,0.61,0.47,2,253,3,0,1,0,sales,low,sales
23324,0.11,0.91,7,287,4,0,1,0,sales,low,sales
23325,0.37,0.45,2,131,3,0,1,0,sales,low,sales
23326,0.41,0.52,2,135,3,0,1,0,sales,low,sales
23327,0.37,0.52,2,157,3,0,1,0,sales,low,sales
23328,0.88,0.99,5,262,6,0,1,0,sales,low,sales
23329,0.1,0.85,6,266,4,0,1,0,sales,low,sales
23330,0.44,0.48,2,148,3,0,1,0,sales,low,sales
23331,0.38,0.57,2,140,3,0,1,0,sales,low,sales
23332,0.11,0.85,7,302,4,0,1,0,sales,low,sales
23333,0.09,0.98,6,271,4,0,1,0,sales,low,sales
23334,0.45,0.52,2,145,3,0,1,0,sales,medium,sales
23335,0.1,0.81,6,290,4,0,1,0,accounting,medium,accounting
23336,0.45,0.47,2,151,3,0,1,0,accounting,medium,accounting
23337,0.77,0.87,5,266,5,0,1,0,accounting,medium,accounting
23338,0.44,0.51,2,140,3,0,1,0,hr,medium,hr
23339,0.39,0.5,2,142,3,0,1,0,hr,medium,hr
23340,0.1,0.91,6,246,4,0,1,0,hr,medium,hr
23341,0.09,0.89,7,308,5,0,1,0,hr,medium,hr
23342,0.37,0.47,2,141,3,0,1,0,technical,medium,technical
23343,0.9,1,5,232,5,0,1,0,technical,medium,technical
23344,0.41,0.56,2,143,3,0,1,0,technical,medium,technical
23345,0.37,0.52,2,155,3,0,1,0,technical,medium,technical
23346,0.1,0.86,6,278,4,0,1,0,technical,high,technical
23347,0.81,1,4,253,5,0,1,0,technical,low,technical
23348,0.11,0.8,6,282,4,0,1,0,technical,medium,technical
23349,0.11,0.84,7,264,4,0,1,0,technical,medium,technical
23350,0.4,0.46,2,149,3,0,1,0,technical,medium,technical
23351,0.09,0.8,6,304,5,0,1,0,technical,medium,technical
23352,0.48,0.93,3,219,6,0,1,0,technical,low,technical
23353,0.91,0.91,4,262,6,0,1,0,support,low,support
23354,0.43,0.57,2,135,3,0,1,0,support,low,support
23355,0.33,0.88,6,219,5,0,1,0,support,low,support
23356,0.41,0.57,2,136,3,0,1,0,support,low,support
23357,0.41,0.55,2,154,3,0,1,0,support,low,support
23358,0.37,0.54,2,149,3,0,1,0,support,low,support
23359,0.31,0.62,6,135,5,0,1,0,support,low,support
23360,0.09,0.91,6,275,4,0,1,0,support,low,support
23361,0.1,0.87,6,290,4,0,1,0,support,low,support
23362,0.76,0.9,4,263,5,0,1,0,support,low,support
23363,0.41,0.54,2,145,3,0,1,0,support,low,support
23364,0.72,0.96,5,267,5,0,1,0,technical,low,technical
23365,0.4,0.5,2,141,3,1,1,0,technical,low,technical
23366,0.91,0.87,4,235,5,0,1,0,technical,low,technical
23367,0.1,0.83,6,258,4,0,1,0,management,low,management
23368,0.4,0.56,2,131,3,0,1,0,IT,low,IT
23369,0.82,0.86,5,243,5,0,1,0,IT,low,IT
23370,0.1,0.82,6,266,4,0,1,0,IT,low,IT
23371,0.37,0.45,2,142,3,0,1,0,IT,low,IT
23372,0.36,0.51,2,135,3,0,1,0,IT,low,IT
23373,0.39,0.48,2,141,3,0,1,0,product_mng,medium,product_mng
23374,0.36,0.57,2,142,3,0,1,0,product_mng,medium,product_mng
23375,0.86,0.84,5,254,5,0,1,0,product_mng,medium,product_mng
23376,0.73,0.99,5,262,5,0,1,0,product_mng,medium,product_mng
23377,0.56,0.71,4,296,2,0,1,0,IT,medium,IT
23378,0.44,0.56,2,158,3,0,1,0,accounting,medium,accounting
23379,0.31,0.56,4,238,2,0,1,0,accounting,medium,accounting
23380,0.77,0.93,4,231,5,0,1,0,hr,medium,hr
23381,0.44,0.45,2,156,3,0,1,0,hr,medium,hr
23382,0.38,0.46,2,145,3,0,1,0,hr,medium,hr
23383,0.45,0.48,2,144,3,0,1,0,marketing,medium,marketing
23384,0.38,0.51,2,159,3,0,1,0,sales,medium,sales
23385,0.36,0.48,2,156,3,0,1,0,accounting,high,accounting
23386,0.75,0.9,5,256,5,0,1,0,support,low,support
23387,0.1,0.93,6,298,4,0,1,0,technical,medium,technical
23388,0.1,0.97,6,247,4,0,1,0,management,medium,management
23389,0.45,0.5,2,157,3,0,1,0,marketing,medium,marketing
23390,0.42,0.57,2,154,3,1,1,0,marketing,medium,marketing
23391,0.78,1,4,253,5,0,1,0,marketing,low,marketing
23392,0.45,0.55,2,148,3,0,1,0,sales,low,sales
23393,0.84,1,4,261,5,0,1,0,sales,low,sales
23394,0.11,0.93,6,282,4,0,1,0,sales,low,sales
23395,0.42,0.56,2,133,3,0,1,0,sales,low,sales
23396,0.45,0.46,2,128,3,0,1,0,sales,low,sales
23397,0.46,0.57,2,139,3,0,1,0,sales,low,sales
23398,0.09,0.79,6,293,5,0,1,0,sales,low,sales
23399,0.87,0.83,4,265,6,0,1,0,sales,low,sales
23400,0.1,0.87,6,250,4,0,1,0,sales,low,sales
23401,0.91,1,5,251,6,0,1,0,sales,low,sales
23402,0.76,0.92,4,246,5,0,1,0,sales,low,sales
23403,0.74,1,5,275,5,0,1,0,sales,low,sales
23404,0.92,0.93,5,240,5,0,1,0,sales,low,sales
23405,0.76,0.87,5,245,5,0,1,0,sales,low,sales
23406,0.47,0.5,4,254,4,0,1,0,sales,low,sales
23407,0.73,0.99,5,241,5,0,1,0,sales,low,sales
23408,0.09,0.94,6,257,4,0,1,0,sales,low,sales
23409,0.91,0.92,4,246,5,0,1,0,sales,low,sales
23410,0.82,0.98,4,233,5,0,1,0,sales,low,sales
23411,0.28,0.45,6,218,4,0,1,0,accounting,low,accounting
23412,0.84,0.99,4,262,6,0,1,0,accounting,medium,accounting
23413,0.45,0.53,2,138,3,0,1,0,accounting,medium,accounting
23414,0.45,0.54,2,142,3,0,1,0,hr,medium,hr
23415,0.91,0.97,5,233,5,0,1,0,hr,medium,hr
23416,0.42,0.48,2,155,3,0,1,0,hr,medium,hr
23417,0.82,1,4,229,6,0,1,0,hr,medium,hr
23418,0.11,0.9,6,264,4,0,1,0,technical,medium,technical
23419,0.42,0.53,3,199,4,0,1,0,technical,medium,technical
23420,0.82,0.85,4,223,5,0,1,0,technical,medium,technical
23421,0.09,0.96,6,268,4,0,1,0,technical,medium,technical
23422,0.1,0.94,6,287,4,0,1,0,technical,medium,technical
23423,0.86,1,5,257,5,0,1,0,technical,medium,technical
23424,0.4,0.46,2,143,3,0,1,0,technical,high,technical
23425,0.45,0.46,2,130,3,0,1,0,technical,low,technical
23426,0.42,0.51,2,136,3,0,1,0,technical,medium,technical
23427,0.74,0.92,4,261,5,0,1,0,technical,medium,technical
23428,0.55,0.6,3,180,4,0,1,0,technical,medium,technical
23429,0.37,0.45,2,126,3,0,1,0,support,medium,support
23430,0.41,0.52,2,127,3,1,1,0,support,low,support
23431,0.89,0.65,5,195,6,0,1,0,support,low,support
23432,0.41,0.57,2,160,3,0,1,0,support,low,support
23433,0.44,0.51,2,150,3,0,1,0,support,low,support
23434,0.87,0.84,4,264,6,0,1,0,support,low,support
23435,0.1,0.84,6,309,4,0,1,0,support,low,support
23436,0.41,0.47,2,135,3,0,1,0,support,low,support
23437,0.11,0.85,6,261,4,0,1,0,support,low,support
23438,0.43,0.53,2,160,3,0,1,0,support,low,support
23439,0.77,0.9,4,237,5,0,1,0,support,low,support
23440,0.41,0.52,2,136,3,0,1,0,technical,low,technical
23441,0.41,0.48,2,139,3,0,1,0,technical,low,technical
23442,0.36,0.78,2,151,4,0,1,0,technical,low,technical
